EREIGNISJAHR_N;Bezirk;1_F;1_M;2_F;2_M;3_F;3_M;4_F;4_M;5_F;5_M;6_F;6_M;7_F;7_M;8_F;8_M;9_F;9_M;10_F;10_M;11_F;11_M;12_F;12_M;13_F;13_M;14_F;14_M;15_F;15_M;16_F;16_M;17_F;17_M;18_F;18_M;19_F;19_M;20_F;20_M
2016;1724;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;1;4;NA;NA;3;NA;2;9;5;4;5;8;12;10;10;22;12;18;19;21;39;19;23;12;12;5
2016;1725;1;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;NA;2;4;NA;NA;1;3;2;NA;6;9;10;10;13;12;19;26;19;27;27;27;25;34;20;12;4
2016;1726;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;1;2;NA;3;5;5;4;3;14;11;13;23;15;30;19;32;31;39;57;46;43;24;25;4
2016;1727;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;2;NA;1;1;2;3;1;1;4;8;5;3;16;9;18;7;19;19;27;37;37;57;38;37;30;20;8
2016;1728;3;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;2;NA;NA;4;5;1;1;11;5;5;7;14;12;18;20;26;38;40;43;40;63;39;61;29;26;11
2016;1841;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;NA;3;NA;1;6;4;6;2;2;5;1;8;4;9;7;9;6;4;1
2016;1842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;NA;3;2;7;7;5;6;1;3;NA
2016;1843;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;2;NA;NA;1;NA;2;2;3;2;3;2;2;4;4;4;2;13;6;11;6;4;2
2016;1844;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;NA;NA;1;NA;5;1;3;2;2;2;3;7;7;3;11;9;10;11;12;14;6;5;NA
2016;1845;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;1;1;1;5;2;3;2;4;3;6;5;8;12;8;12;20;16;14;13;11;11;1
2016;1846;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;3;NA;2;1;3;NA;2;5;10;4;14;7;8;10;21;12;5;7;NA
2016;1847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;2;2;3;3;2;4;6;5;8;5;7;7;11;2;4;2
2016;1848;1;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;2;NA;1;2;NA;1;1;4;4;5;8;7;12;9;15;15;13;16;34;33;32;32;36;38;22;25;4
2016;1849;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;2;NA;NA;2;1;NA;NA;3;3;2;3;5;18;6;11;15;9;25;17;20;22;27;14;12;4
2016;1850;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;2;2;2;5;7;7;3;5;4;12;7;18;21;19;28;13;25;12;18;8
2016;1851;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;3;3;9;1;2;2;4;5;10;6;10;9;15;6;4;3
2016;1901;4;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;2;1;1;5;2;3;4;6;8;9;17;15;21;29;35;37;39;57;48;71;53;72;36;31;11
2016;1902;4;NA;NA;1;NA;NA;NA;1;NA;1;2;NA;1;3;2;2;1;6;1;9;10;13;15;20;18;21;27;45;25;54;58;59;80;75;97;77;90;55;35;15
2016;1903;3;NA;1;NA;NA;NA;1;NA;1;NA;1;NA;NA;3;1;NA;NA;2;2;8;7;9;8;14;8;17;17;20;17;31;25;34;55;44;55;41;41;16;25;5
2016;1904;3;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;1;1;7;2;4;5;9;14;6;7;21;10;18;25;26;24;34;30;35;34;21;15;5
2016;1905;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA;NA;2;1;4;2;9;5;6;3;8;4;14;16;15;18;21;37;28;34;33;31;13;21;3
2016;1906;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;1;1;4;1;1;3;7;3;6;12;16;4;8;11;11;9;9;17;23;18;18;27;9;7;5
2016;1907;NA;2;NA;NA;NA;NA;NA;1;NA;1;2;1;NA;1;1;1;NA;1;1;5;2;8;10;11;13;13;7;12;19;23;19;19;45;30;41;39;34;16;13;4
2016;1908;1;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;4;3;3;NA;5;2;2;5;13;5;16;8;12;11;10;19;22;21;22;14;9;5;2
2016;1909;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4;5;6;8;7;5;6;5;9;5;10;19;12;26;32;31;33;25;33;17;14;3
2016;1910;1;1;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;NA;NA;2;5;3;1;6;1;6;9;11;5;14;15;26;22;28;23;31;47;57;55;44;64;16;25;10
2016;1911;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;NA;6;1;NA;3;6;7;6;4;7;7;9;13;14;13;24;20;25;31;19;14;16;11;6
2016;2011;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;3;4;8;6;6;6;8;10;12;20;23;17;24;33;39;38;60;33;51;32;23;7
2016;2012;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;2;NA;1;4;2;3;3;5;7;10;16;11;12;12;18;15;16;20;20;35;32;60;45;49;25;21;9
2016;2013;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;2;1;NA;4;5;6;5;5;16;11;6;10;11;17;26;18;28;38;27;32;19;11;4
2016;2014;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;3;NA;2;2;4;4;6;2;10;7;10;8;7;9;11;19;25;24;25;51;26;28;20;14;7
2016;2015;3;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;4;1;3;1;1;1;5;NA;6;4;8;6;6;8;11;14;15;10;19;14;22;26;38;47;34;43;20;16;5
2016;2101;4;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;NA;NA;2;1;2;1;1;3;4;2;8;5;8;14;15;16;18;19;27;28;31;34;23;46;23;33;12
2016;2102;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;2;NA;7;NA;3;NA;6;7;7;3;4;11;5;7;1
2016;2103;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;NA;1;3;5;3;4;3;8;4;10;11;9;9;4;7;5
2016;2104;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;4;1;5;5;2;10;8;10;4;13;12;20;19;39;37;48;46;59;78;52;81;45;36;12
2016;2105;1;3;1;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;2;1;2;3;2;5;8;6;16;25;17;17;21;33;46;44;65;62;64;86;95;113;112;152;73;81;20
2016;2106;NA;2;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;1;1;NA;NA;3;3;3;5;3;5;5;10;11;8;14;18;22;15;25;39;41;59;41;47;19;30;5
2016;2107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;2;3;1;1;1;3;1;4;NA;3;6;5;8;6;9;7;11;4;8;2
2016;2108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;3;1;1;3;2;1;3;4;3;3;6;8;3;8;NA
2016;2221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;NA;NA;NA;3;NA;4;4;5;7;8;4;11;10;18;10;21;22;17;20;25;24;21;36;18;25;6
2016;2222;1;NA;NA;NA;1;NA;NA;1;NA;NA;NA;2;NA;NA;NA;1;2;2;NA;3;1;8;1;9;2;13;12;20;15;17;10;17;17;12;37;26;32;17;10;11
2016;2223;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;1;1;3;3;2;3;4;3;7;2;10;5;10;13;14;12;9;16;16;15;28;24;8;14;4
2016;2224;2;6;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;1;2;2;NA;5;5;3;10;14;8;9;10;21;13;36;16;35;27;36;44;44;75;54;71;43;42;16
2016;2225;6;3;2;NA;NA;1;NA;NA;NA;1;NA;1;3;7;2;2;3;6;6;12;12;16;9;18;20;23;23;44;49;56;55;68;77;80;128;81;107;63;74;21
2016;2226;1;3;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;2;2;2;1;2;NA;5;4;5;8;5;7;13;18;16;27;18;33;45;36;66;53;66;52;50;18
2016;2227;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;1;3;1;5;5;7;5;6;11;13;13;13;19;22;24;23;27;42;44;71;49;74;27;40;8
2016;2228;2;2;NA;NA;NA;NA;1;4;NA;1;NA;1;3;NA;4;2;1;3;3;2;6;12;10;17;9;11;16;30;18;24;18;32;31;41;34;40;44;29;22;6
2016;2229;2;2;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;2;NA;NA;1;2;3;3;7;6;3;12;4;17;11;22;18;19;19;41;27;41;44;38;46;23;20;6
2016;2230;3;4;NA;NA;1;1;2;NA;NA;2;1;1;3;1;NA;3;2;NA;5;6;1;7;12;14;8;11;15;29;30;36;25;47;56;58;94;52;84;46;52;13
2016;2301;2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;1;NA;NA;NA;NA;1;3;1;1;2;1;5;3;6;3;6;7;11;12;11;24;15;34;23;26;8;9;NA
2016;2302;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;4;6;3;5;2;8;4;6;11;15;8;16;9;19;21;11;23;8;10;1
2016;2303;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;NA;NA;1;NA;3;6;4;3;2;3;12;2;6;10;10;12;9;7;3;3;1
2016;2304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;2;2;3;2;1;1;6;1;2;5;7;4;7;3;NA
2016;2305;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;3;NA;4;1;4;4;2;4;8;3;2;10;12;12;12;3;11;5;NA
2016;2306;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;3;3;NA;1;4;1;5;4;6;2;7;6;11;7;9;12;11;9;NA
2016;2307;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;4;5;NA;5;1;11;5;4;4;9;8;18;16;20;10;30;25;22;44;26;33;14;19;6
2016;2308;3;1;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;4;2;4;1;5;3;12;7;11;8;13;15;20;16;13;23;23;27;22;22;23;18;2
2016;2309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;1;4;4;5;3;5;6;7;7;4;11;6;12;4;3;2
2016;2310;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;4;2;4;2;2;3;6;4;12;4;5;7;8;14;6;8;9;6;2
2016;2311;NA;1;NA;NA;NA;NA;NA;NA;1;2;NA;1;NA;NA;NA;1;2;2;1;4;7;8;6;3;10;12;16;23;12;26;15;30;25;41;29;42;48;21;15;8
2016;2312;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;1;2;2;1;6;3;3;3;10;4;7;4;14;18;24;16;18;28;37;42;20;38;11;23;8
2016;2313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;4;NA;NA;3;2;1;2;4;7;4;13;6;7;6;11;9;11;18;23;20;18;17;11;13;NA
2016;2407;3;NA;NA;NA;NA;NA;2;NA;NA;NA;3;1;1;1;2;4;3;3;4;5;7;13;6;15;12;19;21;32;33;41;38;34;75;62;94;68;85;43;51;17
2016;2408;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;2;2;NA;NA;3;2;2;3;3;4;6;4;4;4;10;10;11;8;4;7;1
2016;2409;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;3;NA;5;1;12;4;13;6;8;8;8;17;5;18;7;13;5
2016;2410;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;4;1;2;5;4;7;5;17;7;17;11;18;15;28;20;26;44;42;59;51;63;38;33;4
2016;2501;3;2;NA;NA;NA;2;1;2;2;2;2;2;2;5;3;5;4;9;10;10;14;18;15;30;32;40;35;43;43;76;44;71;106;106;148;106;159;85;99;30
2016;2502;1;1;NA;NA;1;NA;NA;3;NA;3;1;1;2;NA;NA;NA;3;1;3;5;2;4;2;4;3;9;7;13;17;18;13;20;37;36;54;27;53;31;36;8
2016;2503;1;5;NA;1;NA;2;1;NA;NA;1;NA;NA;3;2;5;1;2;4;4;4;5;5;5;15;6;17;8;28;21;33;26;30;33;40;63;52;38;26;35;9
2016;2504;2;2;NA;NA;1;NA;NA;NA;NA;2;2;1;NA;NA;1;NA;4;4;4;7;3;13;12;17;8;15;18;27;30;48;48;47;74;69;101;76;86;52;43;18
2016;2601;NA;NA;NA;NA;NA;NA;2;NA;NA;3;1;2;NA;NA;NA;2;NA;NA;NA;1;4;4;4;6;8;13;1;15;15;18;14;28;21;38;36;31;34;19;21;4
2016;2602;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;1;NA;2;1;1;2;2;6;2;5;4;7;4;7;9;4;13;8;6;3;2;1
2016;2603;1;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;1;4;NA;2;2;2;7;8;6;8;15;12;18;8;16;25;18;22;21;32;13;12;8
2017;101;NA;NA;1;NA;NA;NA;NA;1;NA;2;1;1;NA;1;NA;1;2;2;1;1;2;2;6;4;7;13;6;12;7;23;19;26;23;23;32;35;28;11;6;8
2017;102;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;2;1;NA;NA;2;NA;2;1;3;5;5;4;8;4;8;8;17;6;10;16;15;21;24;25;10;14;3
2017;103;3;7;NA;1;NA;NA;NA;1;NA;1;4;2;1;3;2;2;4;4;4;14;11;19;8;18;13;28;26;23;37;52;52;59;72;89;88;89;83;45;44;21
2017;104;2;2;NA;NA;NA;NA;NA;1;NA;1;NA;3;NA;1;NA;1;2;5;3;7;5;7;14;16;17;13;11;23;24;27;28;37;42;36;40;42;38;19;17;7
2017;105;3;2;NA;1;NA;NA;1;NA;NA;1;NA;1;3;NA;1;2;2;3;2;6;4;15;9;10;10;19;22;15;22;33;27;35;53;65;92;62;65;31;35;13
2017;106;2;5;1;1;NA;1;1;3;1;1;NA;NA;NA;1;2;4;1;3;7;5;6;6;8;18;11;26;19;23;33;57;48;50;99;69;115;88;104;54;48;24
2017;107;3;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;NA;2;1;1;2;2;6;11;2;12;11;18;21;24;29;37;42;52;61;79;117;68;114;79;62;30
2017;108;1;1;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;1;NA;NA;3;2;1;8;1;5;4;8;8;13;7;22;11;23;16;23;36;23;51;41;36;30;18;5
2017;109;2;3;NA;NA;1;NA;NA;1;NA;1;2;1;NA;1;1;3;5;5;11;8;7;10;9;16;13;17;15;35;42;43;50;58;64;76;83;72;63;45;28;8
2017;110;4;6;NA;1;NA;NA;NA;1;NA;2;NA;5;1;3;2;4;3;4;2;11;12;15;16;24;21;30;23;47;50;65;55;79;83;107;160;88;148;60;71;25
2017;111;2;3;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;1;1;NA;2;5;1;4;7;8;5;10;11;13;9;32;18;35;31;35;44;50;81;64;65;40;33;8
2017;112;6;16;NA;NA;NA;NA;1;2;NA;1;8;6;1;9;10;11;3;18;16;30;24;48;26;62;41;90;59;104;108;137;142;173;279;227;488;311;433;220;244;85
2017;241;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;2;1;NA;1;2;3;NA;4;6;13;6;17;5;17;10;21;18;27;21;34;51;42;64;61;57;37;38;7
2017;242;1;1;NA;NA;1;NA;NA;1;1;1;NA;1;2;2;1;4;3;4;4;7;14;16;12;25;13;33;23;41;29;40;45;49;74;75;120;85;119;70;48;17
2017;243;1;1;NA;NA;NA;NA;NA;2;1;1;NA;1;NA;2;1;3;2;2;5;5;2;17;6;17;7;21;13;23;16;46;26;34;62;50;71;41;63;35;28;13
2017;244;2;3;NA;1;1;NA;NA;NA;NA;1;2;2;NA;1;1;1;NA;1;4;9;6;11;13;7;6;15;20;27;20;38;34;48;45;63;81;64;94;45;34;16
2017;245;4;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;1;NA;NA;2;2;1;5;12;12;8;8;17;10;21;16;30;25;45;43;49;77;69;124;97;85;36;57;18
2017;246;11;13;NA;3;NA;NA;1;NA;2;5;4;10;4;3;10;12;7;16;18;34;19;38;39;65;51;91;79;138;122;165;173;180;272;248;421;322;449;224;261;89
2017;247;4;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;2;1;6;1;NA;3;7;5;15;11;14;18;22;27;45;38;44;47;66;81;82;129;86;110;45;65;22
2017;248;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;3;1;5;2;4;5;4;5;7;7;9;17;11;16;17;14;4;9;7
2017;249;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;4;1;NA;3;1;1;2;2;8;10;10;3;10;NA;16;8;21;14;26;38;38;47;30;50;31;24;9
2017;250;1;2;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;1;NA;1;1;3;2;NA;2;5;5;11;6;10;9;14;19;28;26;22;32;43;61;39;58;23;33;10
2017;311;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;1;NA;1;2;4;1;3;5;8;8;9;16;37;11;24;36;39;27;37;58;64;97;81;119;55;37;27
2017;312;NA;1;1;NA;1;NA;NA;1;NA;2;NA;1;2;NA;1;3;1;2;3;3;9;11;13;13;10;16;15;29;22;38;36;41;51;67;96;65;74;36;31;14
2017;313;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;2;2;6;2;8;6;17;6;18;13;23;22;39;29;26;41;39;47;42;54;28;25;13
2017;314;1;1;NA;NA;NA;NA;NA;NA;1;2;1;2;1;NA;NA;1;1;3;2;3;4;5;5;11;5;17;13;17;14;14;18;22;45;37;48;42;38;15;26;11
2017;315;2;3;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;1;1;1;3;NA;1;4;2;13;6;12;1;13;4;17;7;17;19;22;28;54;48;38;35;30;15;5
2017;316;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;1;3;4;1;5;NA;2;3;3;7;5;8;8;11;20;17;19;25;20;9;12;5
2017;400;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;NA;2;2;3;5;4;8;7;11;4;13;10;17;9;21;26;40;38;39;51;17;18;6
2017;501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;1;3;1;2;1;1;2;6;4;12;7;11;15;6;17;14;8;8;3;1
2017;502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;1;1;4;4;2;3;NA;1
2017;503;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;1;NA;3;NA;2;2;3;6;5;4;13;6;14;15;18;17;20;13;6;3;2
2017;504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;3;2;NA;5;1;2;7;4;6;4;8;7;11;14;4;NA
2017;505;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;1;NA;5;2;1;2;8;1;8;5;10;3;9;9;12;8;14;20;25;39;26;41;12;6;5
2017;506;1;2;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;NA;2;3;2;5;10;7;13;9;17;16;32;18;25;31;36;50;29;40;15;17;11
2017;600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;3;2;5;4;10;3;8;8;15;6;15;14;16;21;22;38;31;24;15;11;6
2017;700;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;NA;1;3;1;2;2;1;5;4;6;2;8;12;15;14;20;20;20;25;22;39;26;39;21;19;5
2017;800;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;2;NA;2;2;3;2;6;5;8;4;8;4;13;6;21;19;30;40;29;43;25;47;20;18;15
2017;900;1;3;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;3;NA;1;2;7;2;5;3;10;10;12;11;21;22;23;39;34;51;56;72;65;91;62;74;43;47;12
2017;1001;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;2;2;2;NA;3;4;9;4;8;2;11;9;15;6;13;14;21;18;21;20;10;13;4
2017;1002;NA;1;NA;NA;NA;NA;NA;NA;NA;3;NA;1;NA;1;NA;NA;1;1;1;2;NA;NA;1;2;2;6;2;7;7;6;5;6;7;12;9;19;16;6;11;3
2017;1003;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;3;1;NA;1;2;NA;NA;2;2;4;6;5;8;6;10;11;13;16;27;13;29;23;33;35;30;44;19;16;7
2017;1004;3;2;1;NA;1;1;NA;3;NA;1;3;1;1;4;2;5;3;5;6;7;8;10;9;12;17;22;24;30;23;28;32;42;46;54;85;49;77;35;37;10
2017;1005;1;1;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;NA;1;2;2;NA;1;1;4;2;8;4;11;6;9;3;15;9;15;22;27;30;20;21;15;10;7
2017;1006;1;1;NA;NA;NA;2;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;9;3;7;4;6;11;13;8;26;14;21;20;28;27;17;23;11;9;2
2017;1007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;NA;1;3;3;2;1;6;2;7;6;6;1;4;9;5;12;12;13;3;4;1
2017;1101;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;3;1;1;1;1;1;1;4;4;4;7;7;7;8;12;20;24;14;9;7;4;NA
2017;1102;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;3;NA;5;2;1;2;4;4;5;5;8;6;15;13;9;15;15;16;11;9;NA
2017;1103;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;1;2;3;2;NA;3;2;4;3;2;11;6;7;4;3;NA
2017;1104;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;2;3;1;2;4;2;6;6;5;6;7;9;13;9;18;17;13;12;1;5
2017;1105;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;3;NA;1;1;2;2;2;NA;5;3;9;4;8;7;10;13;20;16;20;21;12;29;10;9;3
2017;1106;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;2;1;7;3;12;6;7;4;17;11;15;16;37;18;33;33;27;39;38;53;19;37;9
2017;1107;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;1;NA;2;1;2;NA;NA;3;5;1;5;9;8;6;12;14;20;16;25;27;31;51;27;60;46;45;26;25;10
2017;1108;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;2;1;NA;NA;1;NA;3;3;2;2;5;7;11;7;18;14;19;18;26;25;35;37;42;62;37;54;22;42;12
2017;1109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;NA;3;NA;2;1;4;3;6;1;5;3;4;3;2;10;3;15;16;22;14;19;10;8;3
2017;1110;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;4;1;2;5;3;4;8;1;4;7;9;13;9;21;10;5;NA
2017;1200;3;NA;NA;1;NA;NA;1;NA;NA;3;1;1;NA;1;2;8;3;3;6;11;13;24;23;30;33;55;48;58;71;75;108;118;179;153;271;172;279;134;163;45
2017;1301;2;3;1;NA;NA;NA;NA;1;2;NA;NA;2;1;6;1;5;5;NA;4;9;10;13;15;20;20;22;38;43;39;83;80;93;133;118;161;137;123;112;81;23
2017;1302;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;1;1;NA;2;4;2;3;9;1;5;5;7;8;15;10;17;14;8;20;7;17;5;5;1
2017;1303;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;2;NA;NA;NA;4;2;6;8;11;3;6;15;20;15;23;23;31;36;43;52;46;45;34;28;8
2017;1304;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;2;NA;NA;NA;1;5;4;3;5;4;6;3;10;8;12;8;12;10;10;18;22;34;24;27;12;13;2
2017;1305;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;2;2;3;3;1;3;3;3;4;1;5;8;16;12;14;13;17;7;7;3
2017;1400;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;3;1;1;NA;1;2;1;11;7;4;18;14;18;18;26;21;42;27;47;52;67;87;72;86;38;46;15
2017;1501;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;2;NA;2;1;1;2;1;3;10;1;5;5;10;5;11;7;10;17;15;29;19;28;8;11;3
2017;1502;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;1;1;2;1;1;4;4;5;8;7;11;6;15;16;12;12;23;15;13;2
2017;1503;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;1;NA;1;NA;NA;NA;3;5;3;NA;4;2;5;5;8;5;6;17;5;14;13;16;5;8;1
